1000
67	97
51	217
24	859
27	794
34	667
51	366
34	572
61	450
66	934
16	508
67	829
18	402
50	432
59	945
37	671
14	486
36	251
73	43
56	256
55	451
41	481
14	773
49	150
51	699
47	314
51	464
50	98
26	775
64	80
48	824
66	503
15	553
62	802
61	821
35	764
56	15
60	326
27	565
73	266
27	626
16	101
58	279
24	260
30	671
47	356
24	74
53	973
54	204
15	334
64	528
62	385
28	126
69	816
46	558
75	516
71	412
22	541
45	322
10	47
25	747
31	886
74	882
15	597
40	450
62	921
62	956
47	978
52	604
74	967
67	559
56	721
15	735
31	568
13	170
19	51
68	587
51	702
60	682
55	127
39	590
28	384
71	635
19	79
68	179
12	116
41	943
56	797
45	191
25	186
13	957
47	298
43	242
41	477
56	274
53	782
40	445
22	75
39	135
26	857
74	722
67	372
65	707
19	540
22	205
34	250
13	604
47	658
62	53
22	864
31	438
63	864
64	483
73	460
75	147
20	815
29	280
14	503
58	655
22	747
74	99
14	609
34	415
54	930
67	452
64	154
36	326
24	211
23	444
71	898
41	270
42	782
19	61
75	846
37	752
15	184
38	923
25	454
53	966
14	866
18	221
74	468
32	219
10	486
47	204
11	421
27	772
49	444
25	720
40	19
68	901
75	372
61	904
54	308
45	217
25	715
67	862
15	281
30	844
12	670
57	992
14	545
61	977
74	950
48	206
22	999
33	84
67	179
41	589
35	955
60	883
51	995
29	659
63	28
38	950
17	938
17	27
12	852
30	635
10	959
67	642
22	68
69	325
44	282
14	781
59	684
53	911
34	729
27	932
56	823
13	364
63	824
38	847
64	575
43	189
60	557
21	943
53	748
46	390
60	685
37	931
63	600
14	129
51	777
43	293
11	916
10	134
11	966
39	394
22	17
72	723
16	180
66	399
11	705
23	772
52	82
48	798
21	974
45	29
26	347
50	454
58	50
44	112
56	923
49	641
64	683
17	189
64	752
67	310
71	395
15	75
68	890
30	177
61	437
43	738
75	100
54	58
26	950
31	874
66	774
17	241
59	311
74	771
57	31
28	901
51	499
50	977
46	919
38	749
70	405
73	239
64	840
44	901
73	972
41	305
17	817
37	866
55	542
61	908
11	966
66	694
27	633
32	592
72	784
43	761
71	745
36	536
61	449
44	275
19	701
14	456
12	964
47	375
30	19
48	226
56	615
42	124
34	405
20	664
51	130
71	846
41	326
52	247
13	899
13	759
37	363
11	587
40	183
39	120
39	842
69	371
12	453
59	242
28	183
49	562
42	830
16	456
55	317
21	500
21	400
48	514
45	568
33	858
23	687
43	172
23	378
15	168
10	775
73	600
19	463
73	328
42	416
63	396
50	45
18	639
35	775
71	963
56	545
28	196
39	313
68	827
16	770
26	657
20	179
72	342
53	412
31	536
20	556
18	370
65	959
11	860
51	144
26	663
31	325
30	577
53	19
41	380
68	614
41	218
66	66
51	359
29	904
32	80
47	90
74	175
62	647
31	21
60	865
11	725
23	758
21	917
41	643
74	652
66	686
49	540
59	177
31	129
49	812
29	567
11	685
34	737
35	677
64	959
68	384
28	403
51	951
33	838
19	772
57	41
33	65
68	58
43	864
20	958
72	879
18	846
20	751
23	433
38	386
29	653
41	190
18	251
68	997
60	400
37	972
51	798
69	826
63	913
51	557
54	684
72	140
66	929
39	870
45	491
30	991
60	114
15	930
64	768
46	368
74	968
69	826
60	707
63	734
20	139
74	858
13	364
56	16
13	694
30	204
61	962
35	151
23	530
53	244
44	686
69	815
45	52
66	778
61	524
49	587
21	220
32	969
17	713
73	869
54	185
64	761
66	293
32	773
40	760
27	519
51	95
74	514
38	300
37	610
40	356
10	703
12	815
71	48
46	251
62	488
51	587
21	70
64	500
41	868
71	294
34	669
18	513
15	341
70	500
16	131
35	658
20	750
30	942
23	736
49	702
52	680
39	438
53	533
14	633
28	629
41	253
66	595
26	38
62	444
70	762
25	885
43	343
50	162
35	468
43	221
61	912
49	223
12	935
43	301
70	268
69	666
66	57
51	881
20	880
67	320
15	891
41	709
75	903
31	43
32	903
29	675
58	145
56	996
25	557
40	910
54	959
71	356
27	873
45	698
35	647
50	418
73	46
40	383
41	89
29	802
31	261
37	205
12	678
48	679
33	57
48	171
53	494
12	678
75	302
36	242
24	964
59	416
49	96
44	945
23	906
40	292
10	158
18	413
22	673
32	175
26	941
14	417
57	188
10	898
68	925
36	465
15	72
72	811
51	147
31	147
68	327
18	563
70	361
48	517
31	221
39	877
16	130
30	616
39	105
26	981
33	886
11	785
60	252
30	898
25	301
18	393
18	822
29	915
22	381
42	279
39	835
52	262
53	306
15	59
53	318
21	157
59	512
68	597
23	845
66	599
55	109
66	943
66	696
40	619
70	170
29	210
42	844
30	494
49	355
26	772
13	734
42	749
47	880
31	181
26	727
11	404
61	904
56	979
61	121
26	97
21	753
49	484
27	853
50	878
52	936
72	312
15	420
73	111
20	118
46	950
50	972
41	920
32	832
48	742
31	793
33	108
32	625
48	414
55	886
48	606
72	522
20	464
58	342
71	988
55	586
63	195
64	71
13	359
54	521
69	786
21	374
41	666
61	664
10	523
70	945
45	267
38	550
71	93
71	803
60	725
26	51
15	830
19	44
27	698
56	399
23	651
37	413
66	911
42	202
57	492
52	18
19	669
32	737
65	730
15	976
48	925
65	720
64	347
67	409
60	379
63	645
57	116
26	180
53	254
62	819
22	545
57	210
32	807
23	613
22	372
34	407
14	419
33	658
30	365
19	157
18	135
43	942
16	754
22	334
61	929
34	617
39	348
49	268
58	506
75	618
73	936
30	186
14	700
29	93
72	73
12	92
75	445
57	202
66	924
54	230
32	35
66	227
73	684
17	958
25	956
17	164
38	550
56	280
74	938
47	424
11	475
24	279
13	767
38	83
55	23
17	232
22	284
59	409
32	972
19	90
23	307
28	149
10	942
47	777
34	347
49	244
61	533
19	840
30	31
59	583
33	483
69	211
26	489
53	91
17	741
18	329
68	538
16	659
48	913
